transaction_id,amount,root_cause,predicted_probability,proposed_action,final_action,policy_allowed,policy_reason,policy_violations,outcome,recovered_amount,timestamp
pay_00000000000375,304775,CARD_FAILURE,0.8819,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,304775,1788630975
pay_00000000000376,117674,RETRY_LIMIT,0.1254,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630976
pay_00000000000377,749180,NETWORK_TIMEOUT,0.7803,retry,escalate,False,Attempt 4 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630976
pay_00000000000378,132984,BANK_DECLINE,0.8769,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630976
pay_00000000000379,143967,NETWORK_TIMEOUT,0.9498,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630976
pay_00000000000380,550327,CARD_FAILURE,0.8695,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],FAILURE,0,1788630976
pay_00000000000381,1017347,UPI_FAILURE,0.8797,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630976
pay_00000000000382,3726787,UPI_FAILURE,0.8196,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630976
pay_00000000000383,547201,BANK_DECLINE,0.151,send_reminder,stop,False,P(recovery)=0.15 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630976
pay_00000000000384,31814,USER_ABANDONMENT,0.662,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,31814,1788630976
pay_00000000000385,44927,NETWORK_TIMEOUT,0.1617,retry,stop,False,P(recovery)=0.16 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630976
pay_00000000000386,715307,USER_ABANDONMENT,0.8044,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630976
pay_00000000000387,521754,NETWORK_TIMEOUT,0.9188,retry,retry,True,Action permitted under current policy.,[],SUCCESS,521754,1788630976
pay_00000000000388,520920,BANK_DECLINE,0.7184,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,520920,1788630976
pay_00000000000389,569300,NETWORK_TIMEOUT,0.9452,retry,retry,True,Action permitted under current policy.,[],SUCCESS,569300,1788630976
pay_00000000000390,87009,USER_ABANDONMENT,0.4833,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630976
pay_00000000000391,149813,CARD_FAILURE,0.9187,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,149813,1788630976
pay_00000000000392,485377,NETWORK_TIMEOUT,0.9851,retry,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630976
pay_00000000000393,399825,USER_ABANDONMENT,0.3378,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,399825,1788630976
pay_00000000000394,3713695,CARD_FAILURE,0.3201,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],FAILURE,0,1788630976
pay_00000000000395,99589,NETWORK_TIMEOUT,0.9409,retry,retry,True,Action permitted under current policy.,[],SUCCESS,99589,1788630976
pay_00000000000396,135815,USER_ABANDONMENT,0.4782,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,135815,1788630976
pay_00000000000397,550536,UPI_FAILURE,0.6033,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],SUCCESS,550536,1788630976
pay_00000000000398,94666,USER_ABANDONMENT,0.2232,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,94666,1788630976
pay_00000000000399,128339,NETWORK_TIMEOUT,0.9594,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630976
pay_00000000000400,91241,BANK_DECLINE,0.7746,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,91241,1788630976
pay_00000000000401,265485,NETWORK_TIMEOUT,0.966,retry,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630976
pay_00000000000402,3026344,NETWORK_TIMEOUT,0.8794,retry,retry,True,Action permitted under current policy.,[],SUCCESS,3026344,1788630976
pay_00000000000403,584052,NETWORK_TIMEOUT,0.8593,retry,retry,True,Action permitted under current policy.,[],SUCCESS,584052,1788630976
pay_00000000000404,82118,BANK_DECLINE,0.3701,send_reminder,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of send_reminder.,['attempt_ceiling_exceeded'],FAILURE,0,1788630976
pay_00000000000405,1053216,NETWORK_TIMEOUT,0.9587,retry,retry,True,Action permitted under current policy.,[],SUCCESS,1053216,1788630976
pay_00000000000406,135495,NETWORK_TIMEOUT,0.9499,retry,retry,True,Action permitted under current policy.,[],SUCCESS,135495,1788630976
pay_00000000000407,4804857,CARD_FAILURE,0.8094,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,4804857,1788630976
pay_00000000000408,92311,USER_ABANDONMENT,0.7672,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,92311,1788630976
pay_00000000000409,4005385,RETRY_LIMIT,0.1697,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630976
pay_00000000000410,507999,NETWORK_TIMEOUT,0.9865,retry,escalate,False,Attempt 4 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630976
pay_00000000000411,95564,NETWORK_TIMEOUT,0.9006,retry,retry,True,Action permitted under current policy.,[],SUCCESS,95564,1788630976
pay_00000000000412,478881,NETWORK_TIMEOUT,0.8842,retry,retry,True,Action permitted under current policy.,[],SUCCESS,478881,1788630976
pay_00000000000413,81063,NETWORK_TIMEOUT,0.9616,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630976
pay_00000000000414,98784,CARD_FAILURE,0.8678,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630976
pay_00000000000415,2180205,USER_ABANDONMENT,0.7072,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,2180205,1788630976
pay_00000000000416,919007,NETWORK_TIMEOUT,0.9673,retry,escalate,False,Attempt 4 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630976
pay_00000000000417,47494,CARD_FAILURE,0.8631,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,47494,1788630976
pay_00000000000418,607049,USER_ABANDONMENT,0.3916,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,607049,1788630976
pay_00000000000419,75134,RETRY_LIMIT,0.1001,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630976
pay_00000000000420,2826305,BANK_DECLINE,0.6059,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630976
pay_00000000000421,4181607,CARD_FAILURE,0.7626,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630976
pay_00000000000422,798124,UPI_FAILURE,0.4075,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630976
pay_00000000000423,23033,NETWORK_TIMEOUT,0.9626,retry,retry,True,Action permitted under current policy.,[],SUCCESS,23033,1788630976
pay_00000000000424,61102,NETWORK_TIMEOUT,0.935,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630976
pay_00000000000425,4839742,USER_ABANDONMENT,0.2311,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630976
pay_00000000000426,617830,UPI_FAILURE,0.793,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630976
pay_00000000000427,706267,CARD_FAILURE,0.9174,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,706267,1788630976
pay_00000000000428,56444,UPI_FAILURE,0.5043,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],SUCCESS,56444,1788630977
pay_00000000000429,122669,RETRY_LIMIT,0.5908,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630977
pay_00000000000430,59117,NETWORK_TIMEOUT,0.9801,retry,retry,True,Action permitted under current policy.,[],SUCCESS,59117,1788630977
pay_00000000000431,1729487,BANK_DECLINE,0.2552,send_reminder,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of send_reminder.,['attempt_ceiling_exceeded'],FAILURE,0,1788630977
pay_00000000000432,82642,CARD_FAILURE,0.9018,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,82642,1788630977
pay_00000000000433,126692,USER_ABANDONMENT,0.6401,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630977
pay_00000000000434,633345,NETWORK_TIMEOUT,0.9141,retry,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630977
pay_00000000000435,593116,USER_ABANDONMENT,0.3887,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,593116,1788630977
pay_00000000000436,101293,CARD_FAILURE,0.2571,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,101293,1788630977
pay_00000000000437,346444,RETRY_LIMIT,0.0611,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630977
pay_00000000000438,303703,NETWORK_TIMEOUT,0.7001,retry,retry,True,Action permitted under current policy.,[],SUCCESS,303703,1788630977
pay_00000000000439,433049,NETWORK_TIMEOUT,0.1581,retry,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630977
pay_00000000000440,621093,USER_ABANDONMENT,0.3223,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,621093,1788630977
pay_00000000000441,320505,RETRY_LIMIT,0.1518,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630977
pay_00000000000442,240181,NETWORK_TIMEOUT,0.2555,retry,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630977
pay_00000000000443,359197,NETWORK_TIMEOUT,0.8827,retry,retry,True,Action permitted under current policy.,[],SUCCESS,359197,1788630977
pay_00000000000444,639215,CARD_FAILURE,0.513,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,639215,1788630977
pay_00000000000445,125838,BANK_DECLINE,0.3941,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630977
pay_00000000000446,117048,USER_ABANDONMENT,0.7714,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630977
pay_00000000000447,83402,NETWORK_TIMEOUT,0.8943,retry,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630977
pay_00000000000448,3108388,CARD_FAILURE,0.6397,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,3108388,1788630977
pay_00000000000449,876504,NETWORK_TIMEOUT,0.8747,retry,retry,True,Action permitted under current policy.,[],SUCCESS,876504,1788630977
pay_00000000000450,3958501,RETRY_LIMIT,0.0826,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630977
pay_00000000000451,50347,NETWORK_TIMEOUT,0.9828,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630977
pay_00000000000452,41245,NETWORK_TIMEOUT,0.3244,retry,retry,True,Action permitted under current policy.,[],SUCCESS,41245,1788630977
pay_00000000000453,523801,NETWORK_TIMEOUT,0.4294,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630977
pay_00000000000454,134225,NETWORK_TIMEOUT,0.3359,retry,retry,True,Action permitted under current policy.,[],SUCCESS,134225,1788630977
pay_00000000000455,2776500,RETRY_LIMIT,0.0585,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630977
pay_00000000000456,131389,BANK_DECLINE,0.2462,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,131389,1788630977
pay_00000000000457,77216,USER_ABANDONMENT,0.7336,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,77216,1788630977
pay_00000000000458,4137144,RETRY_LIMIT,0.3898,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630977
pay_00000000000459,65434,USER_ABANDONMENT,0.1379,send_reminder,stop,False,P(recovery)=0.14 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630977
pay_00000000000460,4022707,USER_ABANDONMENT,0.6391,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630977
pay_00000000000461,502550,UPI_FAILURE,0.763,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],SUCCESS,502550,1788630977
pay_00000000000462,1906228,BANK_DECLINE,0.3353,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630977
pay_00000000000463,611278,RETRY_LIMIT,0.4343,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630977
pay_00000000000464,134195,USER_ABANDONMENT,0.8264,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630977
pay_00000000000465,264466,NETWORK_TIMEOUT,0.979,retry,retry,True,Action permitted under current policy.,[],SUCCESS,264466,1788630977
pay_00000000000466,458347,NETWORK_TIMEOUT,0.8854,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630977
pay_00000000000467,232255,USER_ABANDONMENT,0.2414,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630977
pay_00000000000468,271023,RETRY_LIMIT,0.4158,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630977
pay_00000000000469,784960,USER_ABANDONMENT,0.672,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630977
pay_00000000000470,76547,NETWORK_TIMEOUT,0.2451,retry,retry,True,Action permitted under current policy.,[],SUCCESS,76547,1788630977
pay_00000000000471,4229889,RETRY_LIMIT,0.3796,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630977
pay_00000000000472,121319,USER_ABANDONMENT,0.5022,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,121319,1788630977
pay_00000000000473,327545,USER_ABANDONMENT,0.3977,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630977
pay_00000000000474,4531459,NETWORK_TIMEOUT,0.9189,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630977
pay_00000000000475,86461,RETRY_LIMIT,0.0943,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630977
pay_00000000000476,143622,USER_ABANDONMENT,0.4043,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,143622,1788630977
pay_00000000000477,548763,CARD_FAILURE,0.3971,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,548763,1788630977
pay_00000000000478,637310,NETWORK_TIMEOUT,0.8146,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630977
pay_00000000000479,506349,USER_ABANDONMENT,0.3651,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630977
pay_00000000000480,1332381,BANK_DECLINE,0.6551,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,1332381,1788630977
pay_00000000000481,50147,USER_ABANDONMENT,0.3686,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,50147,1788630977
pay_00000000000482,128982,CARD_FAILURE,0.748,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630977
pay_00000000000483,68855,RETRY_LIMIT,0.2279,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630977
pay_00000000000484,646516,BANK_DECLINE,0.8809,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,646516,1788630977
pay_00000000000485,260146,NETWORK_TIMEOUT,0.9365,retry,retry,True,Action permitted under current policy.,[],SUCCESS,260146,1788630977
pay_00000000000486,3504370,UPI_FAILURE,0.84,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630977
pay_00000000000487,113727,CARD_FAILURE,0.9425,switch_to_upi,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of switch_to_upi.,['attempt_ceiling_exceeded'],FAILURE,0,1788630977
pay_00000000000488,57249,CARD_FAILURE,0.8697,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,57249,1788630978
pay_00000000000489,795804,USER_ABANDONMENT,0.6878,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630978
pay_00000000000490,88417,UPI_FAILURE,0.3072,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],SUCCESS,88417,1788630978
pay_00000000000491,796944,CARD_FAILURE,0.3609,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,796944,1788630978
pay_00000000000492,437492,UPI_FAILURE,0.1878,switch_to_card,stop,False,P(recovery)=0.19 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630978
pay_00000000000493,479500,NETWORK_TIMEOUT,0.9325,retry,retry,True,Action permitted under current policy.,[],SUCCESS,479500,1788630978
pay_00000000000494,3036704,NETWORK_TIMEOUT,0.9026,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630978
pay_00000000000495,31326,UPI_FAILURE,0.889,switch_to_card,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of switch_to_card.,['attempt_ceiling_exceeded'],FAILURE,0,1788630978
pay_00000000000496,49617,USER_ABANDONMENT,0.4029,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630978
pay_00000000000497,452712,CARD_FAILURE,0.5697,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,452712,1788630978
pay_00000000000498,526317,NETWORK_TIMEOUT,0.9397,retry,retry,True,Action permitted under current policy.,[],SUCCESS,526317,1788630978
pay_00000000000499,108939,BANK_DECLINE,0.663,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630978
pay_00000000000500,120377,RETRY_LIMIT,0.1726,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630978
pay_00000000000501,645248,RETRY_LIMIT,0.6277,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630978
pay_00000000000502,529878,NETWORK_TIMEOUT,0.8282,retry,retry,True,Action permitted under current policy.,[],SUCCESS,529878,1788630978
pay_00000000000503,4140479,NETWORK_TIMEOUT,0.9861,retry,retry,True,Action permitted under current policy.,[],SUCCESS,4140479,1788630978
pay_00000000000504,622142,RETRY_LIMIT,0.0974,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630978
pay_00000000000505,98555,CARD_FAILURE,0.5944,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630978
pay_00000000000506,115261,CARD_FAILURE,0.8598,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],FAILURE,0,1788630978
pay_00000000000507,593054,BANK_DECLINE,0.3576,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630978
pay_00000000000508,43758,BANK_DECLINE,0.1491,send_reminder,stop,False,P(recovery)=0.15 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630978
pay_00000000000509,774144,NETWORK_TIMEOUT,0.8827,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630978
pay_00000000000510,3897002,USER_ABANDONMENT,0.7242,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,3897002,1788630978
pay_00000000000511,99576,CARD_FAILURE,0.8946,switch_to_upi,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of switch_to_upi.,['attempt_ceiling_exceeded'],FAILURE,0,1788630978
pay_00000000000512,72948,USER_ABANDONMENT,0.5438,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,72948,1788630978
pay_00000000000513,234416,BANK_DECLINE,0.6415,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630978
pay_00000000000514,37386,BANK_DECLINE,0.8325,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630978
pay_00000000000515,695015,CARD_FAILURE,0.4257,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,695015,1788630978
pay_00000000000516,303075,UPI_FAILURE,0.8041,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630978
pay_00000000000517,622253,UPI_FAILURE,0.3728,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],SUCCESS,622253,1788630978
pay_00000000000518,58316,USER_ABANDONMENT,0.8391,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630978
pay_00000000000519,141383,NETWORK_TIMEOUT,0.9227,retry,retry,True,Action permitted under current policy.,[],SUCCESS,141383,1788630978
pay_00000000000520,2715717,USER_ABANDONMENT,0.2331,send_reminder,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of send_reminder.,['attempt_ceiling_exceeded'],FAILURE,0,1788630978
pay_00000000000521,56369,NETWORK_TIMEOUT,0.9053,retry,escalate,False,Attempt 4 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630978
pay_00000000000522,746985,UPI_FAILURE,0.5211,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],SUCCESS,746985,1788630978
pay_00000000000523,133673,CARD_FAILURE,0.9349,switch_to_upi,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of switch_to_upi.,['attempt_ceiling_exceeded'],FAILURE,0,1788630978
pay_00000000000524,352999,USER_ABANDONMENT,0.6873,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,352999,1788630978
pay_00000000000525,4297287,USER_ABANDONMENT,0.4317,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630978
pay_00000000000526,629083,BANK_DECLINE,0.1493,send_reminder,stop,False,P(recovery)=0.15 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630978
pay_00000000000527,771742,BANK_DECLINE,0.1435,send_reminder,stop,False,P(recovery)=0.14 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630978
pay_00000000000528,2073160,NETWORK_TIMEOUT,0.9334,retry,retry,True,Action permitted under current policy.,[],SUCCESS,2073160,1788630978
pay_00000000000529,2344678,CARD_FAILURE,0.7272,switch_to_upi,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of switch_to_upi.,['attempt_ceiling_exceeded'],FAILURE,0,1788630978
pay_00000000000530,492957,USER_ABANDONMENT,0.4191,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630978
pay_00000000000531,440313,RETRY_LIMIT,0.1101,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630978
pay_00000000000532,383717,NETWORK_TIMEOUT,0.8183,retry,retry,True,Action permitted under current policy.,[],SUCCESS,383717,1788630978
pay_00000000000533,394296,CARD_FAILURE,0.8918,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,394296,1788630978
pay_00000000000534,3806396,CARD_FAILURE,0.509,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630978
pay_00000000000535,1508430,CARD_FAILURE,0.8288,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],FAILURE,0,1788630978
pay_00000000000536,693791,NETWORK_TIMEOUT,0.9377,retry,retry,True,Action permitted under current policy.,[],SUCCESS,693791,1788630978
pay_00000000000537,21958,NETWORK_TIMEOUT,0.417,retry,retry,True,Action permitted under current policy.,[],SUCCESS,21958,1788630978
pay_00000000000538,748988,NETWORK_TIMEOUT,0.9253,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630978
pay_00000000000539,3550993,CARD_FAILURE,0.8891,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,3550993,1788630978
pay_00000000000540,2602176,RETRY_LIMIT,0.7834,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630978
pay_00000000000541,67896,NETWORK_TIMEOUT,0.4994,retry,retry,True,Action permitted under current policy.,[],SUCCESS,67896,1788630978
pay_00000000000542,2466624,CARD_FAILURE,0.8195,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,2466624,1788630978
pay_00000000000543,2496144,USER_ABANDONMENT,0.888,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,2496144,1788630978
pay_00000000000544,123063,CARD_FAILURE,0.82,switch_to_upi,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of switch_to_upi.,['attempt_ceiling_exceeded'],FAILURE,0,1788630979
pay_00000000000545,280929,NETWORK_TIMEOUT,0.9543,retry,retry,True,Action permitted under current policy.,[],SUCCESS,280929,1788630979
pay_00000000000546,778146,USER_ABANDONMENT,0.1675,send_reminder,stop,False,P(recovery)=0.17 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630979
pay_00000000000547,4952160,USER_ABANDONMENT,0.8508,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630979
pay_00000000000548,783136,CARD_FAILURE,0.8772,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630979
pay_00000000000549,74020,USER_ABANDONMENT,0.5105,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630979
pay_00000000000550,674116,CARD_FAILURE,0.7891,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630979
pay_00000000000551,1735167,USER_ABANDONMENT,0.2978,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630979
pay_00000000000552,140751,USER_ABANDONMENT,0.5764,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,140751,1788630979
pay_00000000000553,4853990,RETRY_LIMIT,0.1647,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630979
pay_00000000000554,66802,CARD_FAILURE,0.8061,retry,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630979
pay_00000000000555,329664,NETWORK_TIMEOUT,0.9627,retry,retry,True,Action permitted under current policy.,[],SUCCESS,329664,1788630979
pay_00000000000556,2605263,RETRY_LIMIT,0.0265,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630979
pay_00000000000557,583807,USER_ABANDONMENT,0.817,send_reminder,escalate,False,Attempt 4 >= escalation threshold (3); escalating instead of send_reminder.,['attempt_ceiling_exceeded'],FAILURE,0,1788630979
pay_00000000000558,76408,NETWORK_TIMEOUT,0.9758,retry,retry,True,Action permitted under current policy.,[],SUCCESS,76408,1788630979
pay_00000000000559,222759,USER_ABANDONMENT,0.1532,send_reminder,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of send_reminder.,['attempt_ceiling_exceeded'],FAILURE,0,1788630979
pay_00000000000560,1704081,CARD_FAILURE,0.7949,switch_to_upi,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of switch_to_upi.,['attempt_ceiling_exceeded'],FAILURE,0,1788630979
pay_00000000000561,1148885,CARD_FAILURE,0.8731,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],FAILURE,0,1788630979
pay_00000000000562,102095,CARD_FAILURE,0.7778,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,102095,1788630979
pay_00000000000563,3431117,BANK_DECLINE,0.6586,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630979
pay_00000000000564,1412062,USER_ABANDONMENT,0.0742,send_reminder,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of send_reminder.,['attempt_ceiling_exceeded'],FAILURE,0,1788630979
